step,loss,lr
1,0.04377012,0.0000079999
2,0.27360240,0.0000079997
3,0.02233393,0.0000079993
4,0.34369630,0.0000079988
5,0.06453077,0.0000079981
6,0.02177528,0.0000079972
7,0.11254788,0.0000079962
8,0.17222986,0.0000079950
9,0.19535422,0.0000079937
10,0.01874811,0.0000079922
11,0.02394620,0.0000079906
12,0.03895889,0.0000079888
13,0.37888205,0.0000079868
14,0.08812293,0.0000079847
15,0.01696189,0.0000079825
16,0.07363961,0.0000079801
17,0.01030393,0.0000079775
18,0.26359257,0.0000079748
19,0.13952923,0.0000079719
20,0.08991255,0.0000079689
21,0.05105021,0.0000079657
22,0.31300330,0.0000079623
23,0.27494872,0.0000079588
24,0.02186543,0.0000079552
25,0.04738336,0.0000079514
26,0.25433746,0.0000079474
27,0.03437766,0.0000079433
28,0.25876525,0.0000079390
29,0.18994965,0.0000079346
30,0.00859891,0.0000079300
31,0.08450115,0.0000079253
32,0.03118135,0.0000079204
33,0.12034106,0.0000079154
34,0.02493979,0.0000079102
35,0.14055106,0.0000079049
36,0.02162420,0.0000078994
37,0.44280976,0.0000078937
38,0.14678341,0.0000078879
39,0.01981305,0.0000078820
40,0.11730737,0.0000078759
41,0.25782454,0.0000078697
42,0.13902220,0.0000078633
43,0.27301601,0.0000078567
44,0.02286012,0.0000078500
45,0.15847014,0.0000078432
46,0.01408999,0.0000078362
47,0.03010880,0.0000078290
48,0.05920905,0.0000078217
49,0.01095313,0.0000078143
50,0.13095756,0.0000078067
51,0.02379625,0.0000077989
52,0.54763019,0.0000077910
53,0.22175111,0.0000077830
54,0.02296543,0.0000077748
55,0.12338329,0.0000077665
56,0.02629447,0.0000077580
57,0.10477296,0.0000077494
58,0.07096477,0.0000077406
59,0.10716490,0.0000077317
60,0.13070834,0.0000077226
61,0.30049053,0.0000077134
62,0.11677129,0.0000077041
63,0.24339946,0.0000076946
64,0.02003391,0.0000076849
65,0.03914792,0.0000076751
66,0.08707023,0.0000076652
67,0.12410256,0.0000076551
68,0.42014474,0.0000076449
69,0.00736673,0.0000076346
70,0.02026398,0.0000076241
71,0.01971467,0.0000076134
72,0.10692242,0.0000076027
73,0.29757270,0.0000075917
74,0.17033778,0.0000075807
75,0.07765935,0.0000075695
76,0.14174579,0.0000075581
77,0.01400807,0.0000075467
78,0.03713250,0.0000075351
79,0.03839833,0.0000075233
80,0.06844910,0.0000075114
81,0.01551968,0.0000074994
82,0.14447314,0.0000074872
83,0.01525830,0.0000074749
84,0.11768889,0.0000074625
85,0.04760330,0.0000074499
86,0.28071955,0.0000074372
87,0.36148223,0.0000074244
88,0.04440891,0.0000074114
89,0.13702640,0.0000073983
90,0.19613479,0.0000073851
91,0.07082409,0.0000073717
92,0.27531117,0.0000073582
93,0.03786829,0.0000073446
94,0.07202431,0.0000073309
95,0.18206067,0.0000073170
96,0.02594468,0.0000073030
97,0.14983575,0.0000072888
98,0.24715881,0.0000072745
99,0.13376530,0.0000072601
100,0.05943822,0.0000072456
101,0.01246694,0.0000072310
102,0.23474108,0.0000072162
103,0.03311826,0.0000072013
104,0.07266016,0.0000071863
105,0.02430989,0.0000071711
106,0.09009191,0.0000071558
107,0.01969869,0.0000071404
108,0.28756157,0.0000071249
109,0.12956935,0.0000071093
110,0.11410653,0.0000070935
111,0.02835221,0.0000070776
112,0.23914900,0.0000070616
113,0.20271000,0.0000070455
114,0.15990281,0.0000070293
115,0.08390793,0.0000070129
116,0.01521296,0.0000069965
117,0.20550025,0.0000069799
118,0.01041774,0.0000069632
119,0.08281799,0.0000069464
120,0.26806283,0.0000069294
121,0.15399143,0.0000069124
122,0.25744411,0.0000068952
123,0.03730211,0.0000068779
124,0.08838300,0.0000068606
125,0.11487531,0.0000068431
126,0.05496056,0.0000068255
127,0.05143693,0.0000068078
128,0.04712939,0.0000067899
129,0.31099814,0.0000067720
130,0.03368365,0.0000067540
131,0.14623587,0.0000067358
132,0.25001165,0.0000067176
133,0.27316436,0.0000066992
134,0.01408341,0.0000066807
135,0.02006193,0.0000066622
136,0.03076505,0.0000066435
137,0.11385147,0.0000066247
138,0.02840296,0.0000066059
139,0.13437200,0.0000065869
140,0.10445839,0.0000065678
141,0.14816566,0.0000065487
142,0.12698770,0.0000065294
143,0.20270284,0.0000065100
144,0.12559037,0.0000064905
145,0.04319243,0.0000064710
146,0.03488024,0.0000064513
147,0.10372487,0.0000064316
148,0.27761757,0.0000064117
149,0.11857086,0.0000063918
150,0.43548626,0.0000063718
151,0.13969278,0.0000063516
152,0.01226704,0.0000063314
153,0.13526863,0.0000063111
154,0.02757256,0.0000062907
155,0.02944976,0.0000062702
156,0.01211607,0.0000062497
157,0.07243433,0.0000062290
158,0.04506450,0.0000062083
159,0.21234277,0.0000061874
160,0.04150052,0.0000061665
161,0.01616171,0.0000061455
162,0.12760775,0.0000061244
163,0.04866818,0.0000061033
164,0.08188371,0.0000060820
165,0.24448887,0.0000060607
166,0.36723596,0.0000060393
167,0.05493324,0.0000060178
168,0.15547822,0.0000059963
169,0.03773193,0.0000059746
170,0.02120884,0.0000059529
171,0.14779389,0.0000059311
172,0.24678266,0.0000059093
173,0.12029132,0.0000058873
174,0.05047889,0.0000058653
175,0.12890518,0.0000058433
176,0.02335671,0.0000058211
177,0.04575369,0.0000057989
178,0.04638200,0.0000057766
179,0.00736717,0.0000057543
180,0.13416108,0.0000057318
181,0.27289212,0.0000057093
182,0.47812295,0.0000056868
183,0.06221907,0.0000056642
184,0.08577647,0.0000056415
185,0.01470532,0.0000056187
186,0.04241190,0.0000055959
187,0.04122700,0.0000055731
188,0.09539634,0.0000055501
189,0.02339699,0.0000055271
190,0.36933017,0.0000055041
191,0.14899163,0.0000054810
192,0.45625439,0.0000054578
193,0.08970635,0.0000054346
194,0.04971765,0.0000054113
195,0.00595916,0.0000053880
196,0.01910274,0.0000053646
197,0.01568729,0.0000053412
198,0.24166462,0.0000053177
199,0.13136485,0.0000052942
200,0.12933347,0.0000052706
201,0.10459536,0.0000052470
202,0.03024913,0.0000052233
203,0.04063393,0.0000051996
204,0.10546635,0.0000051758
205,0.16722497,0.0000051520
206,0.30927941,0.0000051282
207,0.14475088,0.0000051043
208,0.08130685,0.0000050803
209,0.13751596,0.0000050563
210,0.06199282,0.0000050323
211,0.05328472,0.0000050083
212,0.12798503,0.0000049842
213,0.12975256,0.0000049600
214,0.14238709,0.0000049359
215,0.01196829,0.0000049117
216,0.08767214,0.0000048874
217,0.08650478,0.0000048632
218,0.01593264,0.0000048389
219,0.01723864,0.0000048145
220,0.34233898,0.0000047902
221,0.52701247,0.0000047658
222,0.03630080,0.0000047413
223,0.26128948,0.0000047169
224,0.10332298,0.0000046924
225,0.05225110,0.0000046679
226,0.12530155,0.0000046434
227,0.04773204,0.0000046188
228,0.06878084,0.0000045943
229,0.10963784,0.0000045697
230,0.01983314,0.0000045451
231,0.12134115,0.0000045204
232,0.41177985,0.0000044958
233,0.11375500,0.0000044711
234,0.00973854,0.0000044464
235,0.01474315,0.0000044217
236,0.14072770,0.0000043970
237,0.36152941,0.0000043723
238,0.04028254,0.0000043475
239,0.32445112,0.0000043228
240,0.01673901,0.0000042980
241,0.09830488,0.0000042732
242,0.10384549,0.0000042485
243,0.13873604,0.0000042237
244,0.03086324,0.0000041989
245,0.09095401,0.0000041741
246,0.10510056,0.0000041493
247,0.01648495,0.0000041245
248,0.29652914,0.0000040996
249,0.01413552,0.0000040748
250,0.04357810,0.0000040500
251,0.15381084,0.0000040252
252,0.12082294,0.0000040004
253,0.07062202,0.0000039755
254,0.27433017,0.0000039507
255,0.01284936,0.0000039259
256,0.18781617,0.0000039011
257,0.05345605,0.0000038763
258,0.01790036,0.0000038515
259,0.10107653,0.0000038268
260,0.25187179,0.0000038020
261,0.13692446,0.0000037772
262,0.03443003,0.0000037525
263,0.01627509,0.0000037277
264,0.14441454,0.0000037030
265,0.01560536,0.0000036783
266,0.16365124,0.0000036536
267,0.39278385,0.0000036289
268,0.01818128,0.0000036042
269,0.00812509,0.0000035796
270,0.25352696,0.0000035549
271,0.12543175,0.0000035303
272,0.12426634,0.0000035057
273,0.07554170,0.0000034812
274,0.10510944,0.0000034566
275,0.18602918,0.0000034321
276,0.06040636,0.0000034076
277,0.08410525,0.0000033831
278,0.06634880,0.0000033587
279,0.00574962,0.0000033342
280,0.13501394,0.0000033098
281,0.04772474,0.0000032855
282,0.00877090,0.0000032611
283,0.26204330,0.0000032368
284,0.28088638,0.0000032126
285,0.13110490,0.0000031883
286,0.19347665,0.0000031641
287,0.08703339,0.0000031400
288,0.01803750,0.0000031158
289,0.02717281,0.0000030917
290,0.02428500,0.0000030677
291,0.28376031,0.0000030437
292,0.04552114,0.0000030197
293,0.12899368,0.0000029957
294,0.38676652,0.0000029718
295,0.07003587,0.0000029480
296,0.23117927,0.0000029242
297,0.04863160,0.0000029004
298,0.11259551,0.0000028767
299,0.00967292,0.0000028530
300,0.06242105,0.0000028294
301,0.27507982,0.0000028058
302,0.13150978,0.0000027823
303,0.28185636,0.0000027588
304,0.08529572,0.0000027354
305,0.25450394,0.0000027120
306,0.01071829,0.0000026887
307,0.11683124,0.0000026654
308,0.03442892,0.0000026422
309,0.02322896,0.0000026190
310,0.07611726,0.0000025959
311,0.01529882,0.0000025729
312,0.20111620,0.0000025499
313,0.07773095,0.0000025269
314,0.23926255,0.0000025041
315,0.33891633,0.0000024813
316,0.05188493,0.0000024585
317,0.25628823,0.0000024358
318,0.00537584,0.0000024132
319,0.19006218,0.0000023907
320,0.02697546,0.0000023682
321,0.12811618,0.0000023457
322,0.02859552,0.0000023234
323,0.02514445,0.0000023011
324,0.09682399,0.0000022789
325,0.00330754,0.0000022567
326,0.12764820,0.0000022347
327,0.23443237,0.0000022127
328,0.02622573,0.0000021907
329,0.34067327,0.0000021689
330,0.04504893,0.0000021471
331,0.02463519,0.0000021254
332,0.02907158,0.0000021037
333,0.03925592,0.0000020822
334,0.13370806,0.0000020607
335,0.08407851,0.0000020393
336,0.01781854,0.0000020180
337,0.32483920,0.0000019967
338,0.07693529,0.0000019756
339,0.14378944,0.0000019545
340,0.02663540,0.0000019335
341,0.10633866,0.0000019126
342,0.03664405,0.0000018917
343,0.08241122,0.0000018710
344,0.25764394,0.0000018503
345,0.05802630,0.0000018298
346,0.01343089,0.0000018093
347,0.33338481,0.0000017889
348,0.04280876,0.0000017686
349,0.18500170,0.0000017484
350,0.16155848,0.0000017282
351,0.03500158,0.0000017082
352,0.22374763,0.0000016883
353,0.01218363,0.0000016684
354,0.00496785,0.0000016487
355,0.07385392,0.0000016290
356,0.02464338,0.0000016095
357,0.10133748,0.0000015900
358,0.03713502,0.0000015706
359,0.05917140,0.0000015513
360,0.27968323,0.0000015322
361,0.14470407,0.0000015131
362,0.20519327,0.0000014941
363,0.29583043,0.0000014753
364,0.00419809,0.0000014565
365,0.08175060,0.0000014378
366,0.03390941,0.0000014193
367,0.27755058,0.0000014008
368,0.01355632,0.0000013824
369,0.10683856,0.0000013642
370,0.12430394,0.0000013460
371,0.36369050,0.0000013280
372,0.08834341,0.0000013101
373,0.09382715,0.0000012922
374,0.01191823,0.0000012745
375,0.13516396,0.0000012569
376,0.00805987,0.0000012394
377,0.25027677,0.0000012221
378,0.03168954,0.0000012048
379,0.19377223,0.0000011876
380,0.05881330,0.0000011706
381,0.09698679,0.0000011536
382,0.26599580,0.0000011368
383,0.13865000,0.0000011201
384,0.08383280,0.0000011035
385,0.01558640,0.0000010871
386,0.22901043,0.0000010707
387,0.01564264,0.0000010545
388,0.26458958,0.0000010384
389,0.05047414,0.0000010224
390,0.03706204,0.0000010065
391,0.19667651,0.0000009907
392,0.19481413,0.0000009751
393,0.05772068,0.0000009596
394,0.02299955,0.0000009442
395,0.15597868,0.0000009289
396,0.10325807,0.0000009137
397,0.04397622,0.0000008987
398,0.00928640,0.0000008838
399,0.33653161,0.0000008690
400,0.01776646,0.0000008544
401,0.29158372,0.0000008399
402,0.01289791,0.0000008255
403,0.03939821,0.0000008112
404,0.15324560,0.0000007970
405,0.13948426,0.0000007830
406,0.30275047,0.0000007691
407,0.03315602,0.0000007554
408,0.16888136,0.0000007418
409,0.02179610,0.0000007283
410,0.00563407,0.0000007149
411,0.11591050,0.0000007017
412,0.08753141,0.0000006886
413,0.02282425,0.0000006756
414,0.37314346,0.0000006628
415,0.01036976,0.0000006501
416,0.05631582,0.0000006375
417,0.07165650,0.0000006251
418,0.00783824,0.0000006128
419,0.05869642,0.0000006006
420,0.13590911,0.0000005886
421,0.07767209,0.0000005767
422,0.03573097,0.0000005649
423,0.18016680,0.0000005533
424,0.11228431,0.0000005419
425,0.04075322,0.0000005305
426,0.03466642,0.0000005193
427,0.30289543,0.0000005083
428,0.27767935,0.0000004973
429,0.25335446,0.0000004866
430,0.02850491,0.0000004759
431,0.27022591,0.0000004654
432,0.07747243,0.0000004551
433,0.05119321,0.0000004449
434,0.08811165,0.0000004348
435,0.21421830,0.0000004249
436,0.35061076,0.0000004151
437,0.01096797,0.0000004054
438,0.07616532,0.0000003959
439,0.04522724,0.0000003866
440,0.20111889,0.0000003774
441,0.03374895,0.0000003683
442,0.02979575,0.0000003594
443,0.00911415,0.0000003506
444,0.04377757,0.0000003420
445,0.10856142,0.0000003335
446,0.05162734,0.0000003252
447,0.08623687,0.0000003170
448,0.01782790,0.0000003090
449,0.04055033,0.0000003011
450,0.03562972,0.0000002933
451,0.38685194,0.0000002857
452,0.18138574,0.0000002783
453,0.33236760,0.0000002710
454,0.09028129,0.0000002638
455,0.15620294,0.0000002568
456,0.06663800,0.0000002500
457,0.00737635,0.0000002433
458,0.02588037,0.0000002367
459,0.01245587,0.0000002303
460,0.01656323,0.0000002241
461,0.23373166,0.0000002180
462,0.16837507,0.0000002121
463,0.27104110,0.0000002063
464,0.33897895,0.0000002006
465,0.13279949,0.0000001951
466,0.06430063,0.0000001898
467,0.11666125,0.0000001846
468,0.01484782,0.0000001796
469,0.02463962,0.0000001747
470,0.12674227,0.0000001700
471,0.27191803,0.0000001654
472,0.22576590,0.0000001610
473,0.11537027,0.0000001567
474,0.02750032,0.0000001526
475,0.08169277,0.0000001486
476,0.32090810,0.0000001448
477,0.01500198,0.0000001412
478,0.10135540,0.0000001377
479,0.08256555,0.0000001343
480,0.06714655,0.0000001311
481,0.00310731,0.0000001281
482,0.10248020,0.0000001252
483,0.07917398,0.0000001225
484,0.02163577,0.0000001199
485,0.15473029,0.0000001175
486,0.02266806,0.0000001153
487,0.04245593,0.0000001132
488,0.16053064,0.0000001112
489,0.36933666,0.0000001094
490,0.09187186,0.0000001078
491,0.10105038,0.0000001063
492,0.01136822,0.0000001050
493,0.04388364,0.0000001038
494,0.52184445,0.0000001028
495,0.14386088,0.0000001019
496,0.02292009,0.0000001012
497,0.27493632,0.0000001007
498,0.26433423,0.0000001003
499,0.00935909,0.0000001001
500,0.09012869,0.0000001000
